Input Scientific Name,Leaf Node in Tree
Zaire_ebolavirus,s__Zaire_ebolavirus
Bundibugyo_ebolavirus,s__Bundibugyo_ebolavirus
Vesicular_stomatitis_virus,s__Vesicular_stomatitis_virus
Influenza_A_virus_A_chicken_Taiwan_2838V_00_H6N1,s__Influenza_A_virus
Crimean_Congo_hemorrhagic_fever_orthonairovirus,s__Crimean_Congo_hemorrhagic_fever_orthonairovirus
Ebola_virus_Mayinga_Zaire_1976,s__Zaire_ebolavirus
Influenza_A_virus_A_Texas_05_2009_H1N1,s__Influenza_A_virus
Influenza_A_virus_A_chicken_Guangdong_GD20_2017_H7N9,s__Influenza_A_virus
Influenza_A_virus_A_swine_Quebec_192_81_H1N1,s__Influenza_A_virus
Avian_orthoavulavirus_1,s__Avian_orthoavulavirus_1
Hantaan_virus_76_118,s__Hantaan_orthohantavirus
Influenza_A_virus_A_Memphis_6_1986_H3N2,s__Influenza_A_virus
Influenza_A_virus_A_chicken_Netherlands_03010132_03_H7N7,s__Influenza_A_virus
Influenza_A_virus_A_swine_Ontario_42729A_01_H3N3,s__Influenza_A_virus
Influenza_A_virus_A_quail_Arkansas_16309_7_94_H7N3NSA,s__Influenza_A_virus
Mumps_orthorubulavirus,s__Mumps_orthorubulavirus
Influenza_A_virus_A_nt_60_1968_H3N2,s__Influenza_A_virus
Influenza_A_virus_A_chicken_Japan_1925_H7N7,s__Influenza_A_virus
Influenza_A_virus_A_swine_Heilongjiang_44_2009_H1N1,s__Influenza_A_virus
Influenza_A_virus_A_black_headed_goose_Qinghai_1_2005_H5N1,s__Influenza_A_virus
Influenza_A_virus_A_quail_Shantou_1475_2004_H9N2,s__Influenza_A_virus
Influenza_A_virus_A_California_07_2009_H1N1,s__Influenza_A_virus
Influenza_A_virus_A_Viet_Nam_JP4207_2005_H5N1,s__Influenza_A_virus
Influenza_A_virus_A_chicken_West_Java_Sbg_29_2007_H5N1,s__Influenza_A_virus
Human_respiratory_syncytial_virus_A2,s__Human_orthopneumovirus
Influenza_A_virus_A_Thailand_1_KAN_1A_2004_H5N1,s__Influenza_A_virus
Influenza_A_virus_A_Fort_Monmouth_1_1947_H1N1,s__Influenza_A_virus
Influenza_A_virus_A_AA_Huston_1945_H1N1,s__Influenza_A_virus
Influenza_A_virus_A_Thailand_SP83_2004_H5N1,s__Influenza_A_virus
Marburg_virus_Musoke_Kenya_1980,s__Marburg_marburgvirus
Influenza_A_virus_A_Ontario_309862_2009_H1N1,s__Influenza_A_virus
Schmallenberg_virus,s__Schmallenberg_orthobunyavirus
Rift_Valley_fever_virus,s__Rift_Valley_fever_phlebovirus
Lake_Victoria_marburgvirus_Angola2005,s__Marburg_marburgvirus
Influenza_A_virus_A_Japan_305_1957_H2N2,s__Influenza_A_virus
Canine_morbillivirus,s__Canine_morbillivirus
Montano_orthohantavirus,s__Montano_orthohantavirus
Human_respiratory_syncytial_virus_S2,s__Human_orthopneumovirus
Puumala_virus_sotkamo_v_2969_81,s__Puumala_orthohantavirus
Puumala_orthohantavirus,s__Puumala_orthohantavirus
Influenza_A_virus_A_wild_bird_Korea_A81_2009_H5N2,s__Influenza_A_virus
Influenza_A_virus_A_Indonesia_560H_2006_H5N1,s__Influenza_A_virus
Influenza_A_virus_A_Egypt_14724_NAMRU3_2006_H5N1,s__Influenza_A_virus
Rabies_virus_strain_Pasteur_vaccin,s__Rabies_lyssavirus
Influenza_A_virus_A_Panama_2007_1999_H3N2,s__Influenza_A_virus
Influenza_A_virus_A_duck_Potsdam_1402_6_1986_H5N2,s__Influenza_A_virus
Influenza_A_virus_A_reassortant_NYMC_X_179A_California_07_2009_x_NYMC_X_157_H1N1,s__Influenza_A_virus
Rinderpest_morbillivirus,s__Rinderpest_morbillivirus
Influenza_A_virus_A_Indonesia_CDC540_2006_H5N1,s__Influenza_A_virus
Tomato_spotted_wilt_orthotospovirus,s__Tomato_spotted_wilt_orthotospovirus
Hendra_henipavirus,s__Hendra_henipavirus
Influenza_A_virus_A_Indonesia_CDC669_2006_H5N1,s__Influenza_A_virus
Influenza_A_virus_A_equine_Jilin_1_1989_H3N8,s__Influenza_A_virus
Influenza_A_virus_A_Egypt_0636_NAMRU3_2007_H5N1,s__Influenza_A_virus
Influenza_A_virus_A_Victoria_3_1975_H3N2,s__Influenza_A_virus
Influenza_A_virus_A_Solomon_Islands_3_2006_Egg_passage_H1N1,s__Influenza_A_virus
Influenza_A_virus_A_Chicken_Hong_Kong_258_97_H5N1,s__Influenza_A_virus
Influenza_A_virus_A_Hong_Kong_1143_99_H3N2,s__Influenza_A_virus
Bovine_respirovirus_3,s__Bovine_respirovirus_3
Measles_virus_strain_Schwarz,s__Measles_morbillivirus
Sin_Nombre_orthohantavirus,s__Sin_Nombre_orthohantavirus
Mobala_mammarenavirus,s__Mobala_mammarenavirus
Influenza_A_virus_A_goose_Guangdong_3_1997_H5N1,s__Influenza_A_virus
Influenza_A_virus_A_Australian_shelduck_Western_Australia_1756_1983_H15N2,s__Influenza_A_virus
Topografov_hantavirus,s__Topografov_hantavirus
Rabies_virus_ERA,s__Rabies_lyssavirus
Influenza_A_virus_A_Hong_Kong_482_97_H5N1,s__Influenza_A_virus
Influenza_A_virus_A_Texas_1_1977_H3N2,s__Influenza_A_virus
Influenza_A_virus_A_Anhui_T2_2006_H5N1,s__Influenza_A_virus
Influenza_A_virus_A_Vietnam_1194_2004_H5N1,s__Influenza_A_virus
Influenza_A_virus_A_Puerto_Rico_8_34_Mount_Sinai_H1N1,s__Influenza_A_virus
Influenza_A_virus_A_chicken_Guangdong_GD15_2016_H7N9,s__Influenza_A_virus
Influenza_A_virus_H3N2,s__Influenza_A_virus
Influenza_A_virus_A_Chicken_Pennsylvania_13552_1_98_H7N2NSB,s__Influenza_A_virus
Bovine_respiratory_syncytial_virus_strain_lelystad,s__Bovine_orthopneumovirus
Reston_ebolavirus,s__Reston_ebolavirus
Influenza_A_virus_A_Perth_16_2009_H3N2,s__Influenza_A_virus
Rabies_virus_HEP_FLURY,s__Rabies_lyssavirus
Influenza_A_virus_A_mallard_Astrakhan_263_1982_H14N5,s__Influenza_A_virus
Seoul_virus_BjHD01,s__Seoul_orthohantavirus
Influenza_A_virus_A_Taiwan_1_2013_H7N9,s__Influenza_A_virus
Murine_respirovirus,s__Murine_respirovirus
Influenza_A_virus_A_swine_Belgium_1_1998_H1N1,s__Influenza_A_virus
Borna_disease_virus,s__Borna_disease_virus
Viral_hemorrhagic_septicemia_virus_07_71,s__Piscine_novirhabdovirus
Influenza_A_virus_A_Hong_Kong_1_1968_H3N2,s__Influenza_A_virus
Influenza_A_virus_A_Brisbane_59_2007_H1N1,s__Influenza_A_virus
Influenza_A_virus_A_Thailand_1_KAN_1_2004_H5N1,s__Influenza_A_virus
Influenza_A_virus_A_chicken_HongKong_YU427_03_H9N2,s__Influenza_A_virus
Influenza_A_virus_A_Hatay_2004_H5N1,s__Influenza_A_virus
Influenza_A_virus_A_England_268_1996_H7N7,s__Influenza_A_virus
Influenza_A_virus_A_Egypt_3300_NAMRU3_2008_H5N1,s__Influenza_A_virus
Rio_Mamore_hantavirus,s__Rio_Mamore_hantavirus
Influenza_A_virus_A_New_Caledonia_20_1999_H1N1,s__Influenza_A_virus
Influenza_A_virus_A_Uruguay_716_2007_H3N2,s__Influenza_A_virus
Influenza_A_virus_A_Beijing_501_2009_H1N1,s__Influenza_A_virus
Influenza_A_virus_A_Brisbane_10_2007_H3N2,s__Influenza_A_virus
Influenza_A_virus_A_Anhui_2_2005_H5N1,s__Influenza_A_virus
Influenza_A_virus_A_chicken_Pakistan_UDL_01_2008_H9N2,s__Influenza_A_virus
Influenza_A_virus_A_Egypt_2289_NAMRU3_2008_H5N1,s__Influenza_A_virus
Influenza_A_virus_A_South_Carolina_1_1918_H1N1,s__Influenza_A_virus
Influenza_A_virus_A_chicken_HongKong_SF1_03_H9N2,s__Influenza_A_virus
La_Crosse_virus,s__La_Crosse_orthobunyavirus
Influenza_A_virus_A_Puerto_Rico_8_1934_H1N1,s__Influenza_A_virus
Rinderpest_virus_strain_L,s__Rinderpest_morbillivirus
Influenza_A_virus_A_Chicken_Shanghai_F_98_H9N2,s__Influenza_A_virus
Bovine_orthopneumovirus,s__Bovine_orthopneumovirus
Human_respiratory_syncytial_virus_strain_RSB6190,s__Human_orthopneumovirus
Mammalian_orthorubulavirus_5,s__Mammalian_orthorubulavirus_5
Human_respiratory_syncytial_virus_strain_RSB1734,s__Human_orthopneumovirus
Ebola_virus,s__Zaire_ebolavirus
Influenza_A_virus_A_Indonesia_TLL007_2006_H5N1,s__Influenza_A_virus
Influenza_A_virus_A_FPV_Dutch_1927_H7N7,s__Influenza_A_virus
Influenza_A_virus_A_Anhui_1_2005_H5N1,s__Influenza_A_virus
Influenza_B_virus_B_Shandong_7_97,s__Influenza_B_virus
Lymphocytic_choriomeningitis_mammarenavirus,s__Lymphocytic_choriomeningitis_mammarenavirus
Phlebovirus_WCH_97_HN_China_2011,s__Phlebovirus_WCH_97_HN_China_2011
Influenza_A_virus_A_Wisconsin_43_2006_H3N2,s__Influenza_A_virus
Human_respiratory_syncytial_virus_strain_RSB642,s__Human_orthopneumovirus
Vesicular_stomatitis_Indiana_virus,s__Indiana_vesiculovirus
Influenza_A_virus_A_VM113_V1_H1N1,s__Influenza_A_virus
Influenza_A_virus_A_X_31_H3N2,s__Influenza_A_virus
Sudan_ebolavirus,s__Sudan_ebolavirus
Influenza_A_virus_A_Hong_Kong_485_1997_H5N1,s__Influenza_A_virus
Influenza_B_virus_B_Osaka_983_97_V3,s__Influenza_B_virus
Influenza_A_virus_A_Vietnam_CL100_2004_H5N1,s__Influenza_A_virus
Human_respiratory_syncytial_virus_A_strain_Long,s__Human_orthopneumovirus
Influenza_A_virus_A_swine_Guangdong_02_2005_H3N2,s__Influenza_A_virus
Influenza_A_virus_A_duck_Vietnam_NCVD_9_2007_H5N1,s__Influenza_A_virus
Influenza_A_virus_A_chicken_California_1002a_00_H6N2,s__Influenza_A_virus
Influenza_A_virus_A_California_08_2009_H1N1,s__Influenza_A_virus
