Input Scientific Name,Leaf Node in Tree
Feline_calicivirus_strain_F9,s__Feline_calicivirus
Human_coronavirus_OC43,s__Betacoronavirus_1
Mamastrovirus_3,s__Mamastrovirus_3
Influenza_A_virus_A_wild_bird_Korea_A81_2009_H5N2,s__Influenza_A_virus
Influenza_A_virus_A_Indonesia_560H_2006_H5N1,s__Influenza_A_virus
SARS_coronavirus_Urbani,s__Severe_acute_respiratory_syndrome_related_coronavirus
Influenza_A_virus_A_reassortant_NYMC_X_179A_California_07_2009_x_NYMC_X_157_H1N1,s__Influenza_A_virus
Tobacco_mosaic_virus,s__Tobacco_mosaic_virus
Human_rhinovirus_89_ATCC_VR_1199,s__Rhinovirus_A
Coxsackievirus_A16,s__Enterovirus_A
Influenza_A_virus_A_Indonesia_CDC669_2006_H5N1,s__Influenza_A_virus
Influenza_A_virus_A_equine_Jilin_1_1989_H3N8,s__Influenza_A_virus
Hepatitis_C_virus_isolate_Japanese,s__Hepacivirus_C
Sin_Nombre_orthohantavirus,s__Sin_Nombre_orthohantavirus
Enterovirus_E,s__Enterovirus_E
Human_rotavirus_strain_WA,s__Rotavirus_A
Influenza_A_virus_A_Australian_shelduck_Western_Australia_1756_1983_H15N2,s__Influenza_A_virus
Bluetongue_virus_4,s__Bluetongue_virus
Influenza_A_virus_A_chicken_Guangdong_GD15_2016_H7N9,s__Influenza_A_virus
Hepatitis_C_virus_subtype_2a,s__Hepacivirus_C
Influenza_A_virus_A_mallard_Astrakhan_263_1982_H14N5,s__Influenza_A_virus
Porcine_epidemic_diarrhea_virus,s__Porcine_epidemic_diarrhea_virus
Influenza_A_virus_A_Taiwan_1_2013_H7N9,s__Influenza_A_virus
Murine_respirovirus,s__Murine_respirovirus
Hepatitis_C_virus_JFH_1,s__Hepacivirus_C
Atypical_porcine_pestivirus,s__Pestivirus_K
Hepatitis_C_virus_genotype_4,s__Hepacivirus_C
Hepatitis_C_virus_genotype_2,s__Hepacivirus_C
Dengue_virus_1_Singapore_S275_1990,s__Dengue_virus
Influenza_A_virus_A_England_268_1996_H7N7,s__Influenza_A_virus
Human_hepatitis_A_virus,s__Hepatovirus_A
Influenza_A_virus_A_Egypt_3300_NAMRU3_2008_H5N1,s__Influenza_A_virus
Dengue_virus_2_Thailand_NGS_C_1944,s__Dengue_virus
Hepatitis_C_virus_isolate_Con1,s__Hepacivirus_C
Influenza_A_virus_A_Anhui_2_2005_H5N1,s__Influenza_A_virus
Enterovirus_5865_sin_000009,s__Enterovirus_A
Influenza_A_virus_A_chicken_HongKong_SF1_03_H9N2,s__Influenza_A_virus
Norovirus_Hu_GII_3_Jingzhou_2013402_CHN,s__Norwalk_virus
Influenza_A_virus_A_Chicken_Shanghai_F_98_H9N2,s__Influenza_A_virus
Pseudomonas_virus_phi6,s__Pseudomonas_virus_phi6
Bovine_orthopneumovirus,s__Bovine_orthopneumovirus
Foot_and_mouth_disease_virus,s__Foot_and_mouth_disease_virus
Human_rotavirus_MP409,s__Rotavirus_A
Foot_and_mouth_disease_virus_type_Asia_1,s__Foot_and_mouth_disease_virus
Influenza_B_virus_B_Shandong_7_97,s__Influenza_B_virus
Middle_East_respiratory_syndrome_related_coronavirus,s__Middle_East_respiratory_syndrome_related_coronavirus
Hepatitis_C_virus_isolate_HC_J6,s__Hepacivirus_C
Sudan_ebolavirus,s__Sudan_ebolavirus
Influenza_A_virus_A_Hong_Kong_485_1997_H5N1,s__Influenza_A_virus
Influenza_A_virus_A_swine_Guangdong_02_2005_H3N2,s__Influenza_A_virus
Tomato_spotted_wilt_orthotospovirus,s__Tomato_spotted_wilt_orthotospovirus
Influenza_A_virus_A_California_08_2009_H1N1,s__Influenza_A_virus
Recombinant_Hepatitis_C_virus_J6_JFH1_J6,s__Hepacivirus_C
Influenza_A_virus_A_swine_Iowa_15_1930_H1N1,s__Influenza_A_virus
Norovirus_Hu_GII_6_Ehime120246_2012_JP,s__Norwalk_virus
Dengue_virus_2_Malaysia_M2,s__Dengue_virus
Classical_swine_fever_virus_Alfort_187,s__Pestivirus_C
Dengue_virus_2_Puerto_Rico_PR159_S1_1969,s__Dengue_virus
Venezuelan_equine_encephalitis_virus_strain_Trinidad_donkey,s__Venezuelan_equine_encephalitis_virus
Human_hepatitis_A_virus_Hu_Australia_HM175_1976,s__Hepatovirus_A
Coxsackievirus_A9,s__Enterovirus_B
Bayou_orthohantavirus,s__Bayou_orthohantavirus
Lassa_mammarenavirus,s__Lassa_mammarenavirus
Senecavirus_A,s__Senecavirus_A
Influenza_A_virus_A_chicken_Guangdong_S1200_2015_H7N9,s__Influenza_A_virus
Human_parainfluenza_3_virus_strain_NIH_47885,s__Human_respirovirus_3
Hepatitis_C_virus_HCT18,s__Hepacivirus_C
SARS_coronavirus_BJ01,s__Severe_acute_respiratory_syndrome_related_coronavirus
Avian_reovirus_strain_S1133,s__Avian_orthoreovirus
Influenza_C_virus_C_Ann_Arbor_1_50,s__Influenza_C_virus
Japanese_encephalitis_virus,s__Japanese_encephalitis_virus
Transmissible_gastroenteritis_virus,s__Alphacoronavirus_1
Human_poliovirus_1_Mahoney,s__Enterovirus_C
rhinovirus_A89,s__Rhinovirus_A
rhinovirus_A15,s__Rhinovirus_A
Influenza_A_virus_A_California_04_2009_H1N1,s__Influenza_A_virus
Hepatitis_C_virus_isolate_HC_G9,s__Hepacivirus_C
Dragon_grouper_nervous_necrosis_virus,s__Redspotted_grouper_nervous_necrosis_virus
Murray_valley_encephalitis_virus_strain_MVE_1_51,s__Murray_Valley_encephalitis_virus
Bluetongue_virus_serotype_1_isolate_Australia,s__Bluetongue_virus
Human_coronavirus_229E,s__Human_coronavirus_229E
Feline_infectious_peritonitis_virus,s__Alphacoronavirus_1
Human_coronavirus_HKU1_isolate_N2,s__Human_coronavirus_HKU1
Influenza_A_virus_A_tern_South_Africa_1961_H5N3,s__Influenza_A_virus
Argentinian_mammarenavirus,s__Argentinian_mammarenavirus
Influenza_A_virus_A_Udorn_8_1972_H3N2,s__Influenza_A_virus
Influenza_A_virus_A_chicken_Taiwan_2838V_00_H6N1,s__Influenza_A_virus
Ebola_virus_Mayinga_Zaire_1976,s__Zaire_ebolavirus
Influenza_A_virus_A_chicken_Guangdong_GD20_2017_H7N9,s__Influenza_A_virus
Bovine_viral_diarrhea_virus_2,s__Pestivirus_B
Norwalk_virus,s__Norwalk_virus
Murine_hepatitis_virus_strain_A59,s__Murine_coronavirus
Influenza_A_virus_A_chicken_Japan_1925_H7N7,s__Influenza_A_virus
Influenza_A_virus_A_swine_Heilongjiang_44_2009_H1N1,s__Influenza_A_virus
Hepatitis_C_virus_isolate_Taiwan,s__Hepacivirus_C
Influenza_A_virus_A_quail_Shantou_1475_2004_H9N2,s__Influenza_A_virus
Feline_calicivirus_strain_Urbana,s__Feline_calicivirus
Influenza_A_virus_A_Thailand_1_KAN_1A_2004_H5N1,s__Influenza_A_virus
Tick_borne_encephalitis_virus,s__Tick_borne_encephalitis_virus
Bean_pod_mottle_virus,s__Bean_pod_mottle_virus
Mengo_virus,s__Cardiovirus_A
Bluetongue_virus_17,s__Bluetongue_virus
Lake_Victoria_marburgvirus_Angola2005,s__Marburg_marburgvirus
Human_coronavirus_HKU1_isolate_N1,s__Human_coronavirus_HKU1
Puumala_orthohantavirus,s__Puumala_orthohantavirus
Murine_hepatitis_virus_strain_JHM,s__Murine_coronavirus
Rabies_virus_strain_Pasteur_vaccin,s__Rabies_lyssavirus
Bovine_coronavirus,s__Betacoronavirus_1
Norovirus_GVI_1_Ca_JPN_2012_M49_1,s__Norwalk_virus
Hepatitis_C_virus_subtype_2b,s__Hepacivirus_C
Coxsackievirus_B1,s__Enterovirus_B
Coxsackievirus_A10,s__Enterovirus_A
GB_virus_C,s__Pegivirus_C
Influenza_A_virus_A_Egypt_0636_NAMRU3_2007_H5N1,s__Influenza_A_virus
Feline_coronavirus_UU2,s__Alphacoronavirus_1
Zantedeschia_mild_mosaic_virus,s__Zantedeschia_mild_mosaic_virus
Dengue_virus_2_Jamaica_1409_1983,s__Dengue_virus
Influenza_A_virus_A_Chicken_Hong_Kong_258_97_H5N1,s__Influenza_A_virus
Mayaro_virus,s__Mayaro_virus
Hepatitis_C_virus_isolate_Glasgow,s__Hepacivirus_C
Influenza_A_virus_A_Hong_Kong_1143_99_H3N2,s__Influenza_A_virus
Bovine_respirovirus_3,s__Bovine_respirovirus_3
Measles_virus_strain_Schwarz,s__Measles_morbillivirus
Mobala_mammarenavirus,s__Mobala_mammarenavirus
SARS_coronavirus_Frankfurt_1,s__Severe_acute_respiratory_syndrome_related_coronavirus
Foot_and_mouth_disease_virus_strain_O1,s__Foot_and_mouth_disease_virus
Enterovirus_F,s__Enterovirus_F
Grapevine_leafroll_associated_virus_3,s__Grapevine_leafroll_associated_virus_3
Influenza_A_virus_A_Hong_Kong_482_97_H5N1,s__Influenza_A_virus
Enterovirus_A71,s__Enterovirus_A
Dengue_virus_2,s__Dengue_virus
Beet_yellows_virus,s__Beet_yellows_virus
Rabies_virus_HEP_FLURY,s__Rabies_lyssavirus
Seoul_virus_BjHD01,s__Seoul_orthohantavirus
Influenza_A_virus_A_swine_Belgium_1_1998_H1N1,s__Influenza_A_virus
Human_parechovirus_1,s__Parechovirus_A
Foot_and_mouth_disease_virus_type_C,s__Foot_and_mouth_disease_virus
Duck_hepatitis_A_virus_1,s__Avihepatovirus_A
Influenza_A_virus_A_Brisbane_59_2007_H1N1,s__Influenza_A_virus
Human_parechovirus_3,s__Parechovirus_A
Chikungunya_virus,s__Chikungunya_virus
Influenza_A_virus_A_chicken_HongKong_YU427_03_H9N2,s__Influenza_A_virus
Theiler_s_encephalomyelitis_virus_STRAIN_BEAN_8386,s__Cardiovirus_B
Influenza_A_virus_A_Brisbane_10_2007_H3N2,s__Influenza_A_virus
Influenza_A_virus_A_chicken_Pakistan_UDL_01_2008_H9N2,s__Influenza_A_virus
Influenza_A_virus_A_Egypt_2289_NAMRU3_2008_H5N1,s__Influenza_A_virus
Bovine_rotavirus,s__Rotavirus_A
Hepatitis_C_virus_isolate_1,s__Hepacivirus_C
La_Crosse_virus,s__La_Crosse_orthobunyavirus
Hepatitis_C_virus_genotype_1,s__Hepacivirus_C
Rinderpest_virus_strain_L,s__Rinderpest_morbillivirus
Betacoronavirus_England_1,s__Middle_East_respiratory_syndrome_related_coronavirus
Classical_swine_fever_virus,s__Pestivirus_C
Human_respiratory_syncytial_virus_strain_RSB1734,s__Human_orthopneumovirus
West_Nile_virus_strain_385_99,s__West_Nile_virus
Influenza_A_virus_A_Indonesia_TLL007_2006_H5N1,s__Influenza_A_virus
Plum_pox_virus,s__Plum_pox_virus
Human_respiratory_syncytial_virus_strain_RSB642,s__Human_orthopneumovirus
Influenza_A_virus_A_VM113_V1_H1N1,s__Influenza_A_virus
Influenza_A_virus_A_X_31_H3N2,s__Influenza_A_virus
Porcine_rotavirus_serotype_5_strain_OSU,s__Rotavirus_A
Severe_acute_respiratory_syndrome_coronavirus_2,s__Severe_acute_respiratory_syndrome_related_coronavirus
Human_respiratory_syncytial_virus_A_strain_Long,s__Human_orthopneumovirus
Influenza_A_virus_A_chicken_California_1002a_00_H6N2,s__Influenza_A_virus
Sendai_virus_strain_Harris,s__Murine_respirovirus
Norovirus_Hu_GII_4_Sydney_NSW0514_2012_AU,s__Norwalk_virus
Influenza_A_virus_A_Singapore_1_1957_H2N2,s__Influenza_A_virus
Isla_Vista_hantavirus,s__Isla_Vista_hantavirus
Barley_yellow_dwarf_virus_PAV,s__Barley_yellow_dwarf_virus_PAV
Guertu_virus,s__Guertu_bandavirus
Blackcurrant_reversion_virus,s__Blackcurrant_reversion_virus
Influenza_A_virus_A_swine_Tennessee_25_1977_H1N1,s__Influenza_A_virus
Getah_virus,s__Getah_virus
Bluetongue_virus_11,s__Bluetongue_virus
Sindbis_virus,s__Sindbis_virus
Human_poliovirus_1,s__Enterovirus_C
Echovirus_E11,s__Enterovirus_B
Feline_coronavirus,s__Alphacoronavirus_1
Coxsackievirus_B3_strain_Nancy,s__Enterovirus_B
Venezuelan_equine_encephalitis_virus,s__Venezuelan_equine_encephalitis_virus
Human_orthopneumovirus,s__Human_orthopneumovirus
Tula_orthohantavirus,s__Tula_orthohantavirus
Hepatitis_C_virus_isolate_HC_J4,s__Hepacivirus_C
Bluetongue_virus_serotype_10_American_isolate,s__Bluetongue_virus
Human_poliovirus_1_strain_Sabin,s__Enterovirus_C
Powassan_virus,s__Powassan_virus
Influenza_A_virus_A_unknown_New_York_11646_5_2005_H7N2,s__Influenza_A_virus
Influenza_A_virus_A_Michigan_2_2003_H1N2,s__Influenza_A_virus
Influenza_B_virus_B_Brisbane_60_2008,s__Influenza_B_virus
Influenza_A_virus_A_Hong_Kong_213_2003_H5N1,s__Influenza_A_virus
Tobacco_mosaic_virus_strain_Dahlemense,s__Tobacco_mosaic_virus
Bluetongue_virus_8,s__Bluetongue_virus
Influenza_A_virus_A_Shandong_9_1993_H3N2,s__Influenza_A_virus
Duck_astrovirus_1,s__Duck_astrovirus_GII_A
Norovirus_GII_4,s__Norwalk_virus
Lassa_virus_Josiah,s__Lassa_mammarenavirus
Influenza_A_virus_A_Ck_Viet_Nam_36_2004_H5N1,s__Influenza_A_virus
Dengue_virus_2_Thailand_16681_84,s__Dengue_virus
Rubella_virus,s__Rubivirus_rubellae
Influenza_A_virus_A_Philippines_2_1982_H3N2,s__Influenza_A_virus
Influenza_A_virus_A_mallard_Alberta_202_1996_H2N5,s__Influenza_A_virus
Hepatitis_C_virus_subtype_1b,s__Hepacivirus_C
Hepatitis_C_virus_isolate_NZL1,s__Hepacivirus_C
Venezuelan_equine_encephalitis_virus_strain_TC_83,s__Venezuelan_equine_encephalitis_virus
Duck_Tembusu_virus,s__Tembusu_virus
Bluetongue_virus_serotype_13_isolate_USA,s__Bluetongue_virus
Coxsackievirus_B4,s__Enterovirus_B
Bundibugyo_ebolavirus,s__Bundibugyo_ebolavirus
Foot_and_mouth_disease_virus_C3,s__Foot_and_mouth_disease_virus
Crimean_Congo_hemorrhagic_fever_orthonairovirus,s__Crimean_Congo_hemorrhagic_fever_orthonairovirus
Influenza_A_virus_A_Memphis_6_1986_H3N2,s__Influenza_A_virus
Influenza_A_virus_A_chicken_Netherlands_03010132_03_H7N7,s__Influenza_A_virus
Influenza_A_virus_A_swine_Ontario_42729A_01_H3N3,s__Influenza_A_virus
Influenza_A_virus_A_quail_Arkansas_16309_7_94_H7N3NSA,s__Influenza_A_virus
Swine_vesicular_disease_virus_STRAIN_UKG_27_72,s__Enterovirus_B
Influenza_A_virus_A_chicken_West_Java_Sbg_29_2007_H5N1,s__Influenza_A_virus
SARS_coronavirus_Tor2,s__Severe_acute_respiratory_syndrome_related_coronavirus
Influenza_A_virus_A_AA_Huston_1945_H1N1,s__Influenza_A_virus
Influenza_A_virus_A_Thailand_SP83_2004_H5N1,s__Influenza_A_virus
Marburg_virus_Musoke_Kenya_1980,s__Marburg_marburgvirus
Influenza_A_virus_A_Ontario_309862_2009_H1N1,s__Influenza_A_virus
Schmallenberg_virus,s__Schmallenberg_orthobunyavirus
Yellow_fever_virus,s__Yellow_fever_virus
Canine_morbillivirus,s__Canine_morbillivirus
Montano_orthohantavirus,s__Montano_orthohantavirus
Puumala_virus_sotkamo_v_2969_81,s__Puumala_orthohantavirus
Dengue_virus_4,s__Dengue_virus
Influenza_A_virus_A_Egypt_14724_NAMRU3_2006_H5N1,s__Influenza_A_virus
Rinderpest_morbillivirus,s__Rinderpest_morbillivirus
Influenza_A_virus_A_Indonesia_CDC540_2006_H5N1,s__Influenza_A_virus
enterovirus_D68,s__Enterovirus_D
Murine_hepatitis_virus,s__Murine_coronavirus
Hendra_henipavirus,s__Hendra_henipavirus
Foot_and_mouth_disease_virus_strain_C3_Indaial,s__Foot_and_mouth_disease_virus
Influenza_A_virus_A_Solomon_Islands_3_2006_Egg_passage_H1N1,s__Influenza_A_virus
Coxsackievirus_A20,s__Enterovirus_C
Influenza_A_virus_A_goose_Guangdong_3_1997_H5N1,s__Influenza_A_virus
Lelystad_virus,s__Betaarterivirus_suid_1
Beet_necrotic_yellow_vein_virus,s__Beet_necrotic_yellow_vein_virus
Influenza_A_virus_A_Texas_1_1977_H3N2,s__Influenza_A_virus
Influenza_A_virus_A_Puerto_Rico_8_34_Mount_Sinai_H1N1,s__Influenza_A_virus
Dengue_virus,s__Dengue_virus
Hepatitis_C_virus_isolate_HC_J8,s__Hepacivirus_C
Influenza_A_virus_A_Chicken_Pennsylvania_13552_1_98_H7N2NSB,s__Influenza_A_virus
Bovine_respiratory_syncytial_virus_strain_lelystad,s__Bovine_orthopneumovirus
Eastern_equine_encephalitis_virus,s__Eastern_equine_encephalitis_virus
Influenza_A_virus_A_Perth_16_2009_H3N2,s__Influenza_A_virus
Bat_coronavirus_RaTG13,s__Severe_acute_respiratory_syndrome_related_coronavirus
Yellow_grouper_nervous_necrosis_virus,s__Yellow_grouper_nervous_necrosis_virus
SARS_coronavirus_P2,s__Severe_acute_respiratory_syndrome_related_coronavirus
Borna_disease_virus,s__Borna_disease_virus
Viral_hemorrhagic_septicemia_virus_07_71,s__Piscine_novirhabdovirus
Physalis_mottle_virus,s__Physalis_mottle_virus
Hepatitis_E_virus_strain_Mexico,s__Orthohepevirus_A
Influenza_A_virus_A_Thailand_1_KAN_1_2004_H5N1,s__Influenza_A_virus
Foot_and_mouth_disease_virus_type_O,s__Foot_and_mouth_disease_virus
Influenza_A_virus_A_New_Caledonia_20_1999_H1N1,s__Influenza_A_virus
Influenza_A_virus_A_Beijing_501_2009_H1N1,s__Influenza_A_virus
Zucchini_yellow_mosaic_virus,s__Zucchini_yellow_mosaic_virus
Porcine_transmissible_gastroenteritis_coronavirus_strain_Purdue,s__Alphacoronavirus_1
Swine_hepatitis_E_virus,s__Orthohepevirus_A
Human_poliovirus_3,s__Enterovirus_C
Zika_virus,s__Zika_virus
Mammalian_orthorubulavirus_5,s__Mammalian_orthorubulavirus_5
Dengue_virus_2_16681_PDK53,s__Dengue_virus
Influenza_A_virus_A_FPV_Dutch_1927_H7N7,s__Influenza_A_virus
Influenza_A_virus_A_Anhui_1_2005_H5N1,s__Influenza_A_virus
Avian_rotavirus_PO_13,s__Rotavirus_A
Phlebovirus_WCH_97_HN_China_2011,s__Phlebovirus_WCH_97_HN_China_2011
Vesicular_stomatitis_Indiana_virus,s__Indiana_vesiculovirus
Influenza_B_virus_B_Osaka_983_97_V3,s__Influenza_B_virus
Poliovirus_type_3_strains_P3_LEON_37_AND_P3_LEON_12A_1_B,s__Enterovirus_C
Porcine_deltacoronavirus,s__Coronavirus_HKU15
Human_coronavirus_NL63,s__Human_coronavirus_NL63
Bovine_enterovirus_type_2,s__Enterovirus_F
Classical_swine_fever_virus_Brescia,s__Pestivirus_C
Rabbit_hemorrhagic_disease_virus,s__Rabbit_hemorrhagic_disease_virus
Hepatitis_C_virus_isolate_BK,s__Hepacivirus_C
Swine_acute_diarrhea_syndrome_related_coronavirus,s__Swine_acute_diarrhea_syndrome_related_coronavirus
Bovine_respiratory_syncytial_virus_strain_snook,s__Bovine_orthopneumovirus
Feline_coronavirus_UU3,s__Alphacoronavirus_1
Enterovirus_C,s__Enterovirus_C
Lactate_dehydrogenase_elevating_virus,s__Gammaarterivirus_lacdeh
Influenza_A_virus_A_Memphis_1_1971_H3N2,s__Influenza_A_virus
Hepatitis_E_virus_strain_Burma,s__Orthohepevirus_A
rhinovirus_A16,s__Rhinovirus_A
Influenza_A_virus_A_Hong_Kong_01_2009_H1N1,s__Influenza_A_virus
Dengue_virus_3,s__Dengue_virus
Lymphocytic_choriomeningitis_virus_strain_Armstrong,s__Lymphocytic_choriomeningitis_mammarenavirus
Influenza_A_virus_A_Dk_ST_5048_2001_H3N8,s__Influenza_A_virus
Influenza_A_virus_A_Hong_Kong_542_97_H5N1,s__Influenza_A_virus
Rinderpest_virus_strain_RBOK,s__Rinderpest_morbillivirus
Toscana_virus,s__Toscana_phlebovirus
Potato_virus_Y,s__Potato_virus_Y
Marburg_marburgvirus,s__Marburg_marburgvirus
Tylonycteris_bat_coronavirus_HKU4,s__Tylonycteris_bat_coronavirus_HKU4
Western_equine_encephalitis_virus,s__Western_equine_encephalitis_virus
Simian_rotavirus_A_SA11,s__Rotavirus_A
Dengue_virus_4_Philippines_H241_1956,s__Dengue_virus
Semliki_Forest_virus,s__Semliki_Forest_virus
Influenza_A_virus_A_WSN_1933_H1N1,s__Influenza_A_virus
Human_respiratory_syncytial_virus_strain_RSB6256,s__Human_orthopneumovirus
Hepatovirus_A,s__Hepatovirus_A
Influenza_A_virus_A_Hong_Kong_1074_1999_H9N2,s__Influenza_A_virus
Measles_virus_strain_Edmonston,s__Measles_morbillivirus
Hepatitis_C_virus_isolate_H77,s__Hepacivirus_C
Influenza_A_virus_A_Hong_Kong_156_97_H5N1,s__Influenza_A_virus
Influenza_A_virus_A_Wuhan_359_1995_H3N2,s__Influenza_A_virus
Influenza_A_virus_A_Viet_Nam_1203_2004_H5N1,s__Influenza_A_virus
Infectious_bronchitis_virus,s__Avian_coronavirus
Konjac_mosaic_virus,s__Konjac_mosaic_virus
Influenza_A_virus_A_Korea_01_2009_H1N1,s__Influenza_A_virus
Murine_norovirus_1,s__Norwalk_virus
Nipah_henipavirus,s__Nipah_henipavirus
Influenza_A_virus_A_Indonesia_CDC1032N_2007_H5N1,s__Influenza_A_virus
Bovine_viral_diarrhea_virus_1,s__Pestivirus_A
Influenza_A_virus_A_chicken_Korea_IS_2006_H5N1,s__Influenza_A_virus
Pipistrellus_bat_coronavirus_HKU5,s__Pipistrellus_bat_coronavirus_HKU5
Influenza_A_virus_A_Aichi_2_1968_H3N2,s__Influenza_A_virus
Enterovirus_D,s__Enterovirus_D
Rio_Segundo_hantavirus,s__Rio_Segundo_hantavirus
African_horse_sickness_virus_3,s__African_horse_sickness_virus
Porcine_reproductive_and_respiratory_syndrome_virus,s__Porcine_reproductive_and_respiratory_syndrome_virus
Measles_morbillivirus,s__Measles_morbillivirus
Hepacivirus_C,s__Hepacivirus_C
Goose_astrovirus,s__Goose_astrovirus
Hepatitis_C_virus_ED43,s__Hepacivirus_C
Influenza_A_virus_A_swine_Quebec_192_81_H1N1,s__Influenza_A_virus
Hantaan_virus_76_118,s__Hantaan_orthohantavirus
Norovirus_GII,s__Norwalk_virus
Kunjin_virus,s__West_Nile_virus
Influenza_A_virus_A_nt_60_1968_H3N2,s__Influenza_A_virus
Human_betacoronavirus_2c_EMC_2012,s__Middle_East_respiratory_syndrome_related_coronavirus
Influenza_A_virus_A_black_headed_goose_Qinghai_1_2005_H5N1,s__Influenza_A_virus
Bluetongue_virus_15,s__Bluetongue_virus
Murray_Valley_encephalitis_virus,s__Murray_Valley_encephalitis_virus
Influenza_A_virus_A_California_07_2009_H1N1,s__Influenza_A_virus
rhinovirus_B14,s__Rhinovirus_B
Influenza_A_virus_A_Viet_Nam_JP4207_2005_H5N1,s__Influenza_A_virus
Influenza_A_virus_A_Fort_Monmouth_1_1947_H1N1,s__Influenza_A_virus
Dengue_virus_4_Dominica_814669_1981,s__Dengue_virus
West_Nile_virus,s__West_Nile_virus
Bluetongue_virus,s__Bluetongue_virus
Human_rotavirus_A,s__Rotavirus_A
Rift_Valley_fever_virus,s__Rift_Valley_fever_phlebovirus
Influenza_A_virus_A_Japan_305_1957_H2N2,s__Influenza_A_virus
Human_respiratory_syncytial_virus_S2,s__Human_orthopneumovirus
rhinovirus_A2,s__Rhinovirus_A
Norovirus_Hu_1968_US,s__Norwalk_virus
Simian_rotavirus_A_SA11_both,s__Rotavirus_A
Influenza_A_virus_A_Panama_2007_1999_H3N2,s__Influenza_A_virus
Influenza_A_virus_A_duck_Potsdam_1402_6_1986_H5N2,s__Influenza_A_virus
Foot_and_mouth_disease_virus_strain_C1_Santa_Pau,s__Foot_and_mouth_disease_virus
Cucumber_mosaic_virus,s__Cucumber_mosaic_virus
Influenza_A_virus_A_Victoria_3_1975_H3N2,s__Influenza_A_virus
Bluetongue_virus_12,s__Bluetongue_virus
Norovirus_Hu_GII_4_MD_2004_2004_US,s__Norwalk_virus
Rotavirus_A,s__Rotavirus_A
Grapevine_virus_A,s__Grapevine_virus_A
Topografov_hantavirus,s__Topografov_hantavirus
Rabies_virus_ERA,s__Rabies_lyssavirus
Influenza_A_virus_A_Anhui_T2_2006_H5N1,s__Influenza_A_virus
