"id","taxid","domain","kingdom","phylum","class","order","family","genus","species","IsLower","N","nIDs","Label"
"s__Caenorhabditis_elegans",6239,"Eukaryota","Metazoa","Nematoda","Chromadorea","Rhabditida","Rhabditidae","Caenorhabditis","Caenorhabditis_elegans",FALSE,1,1,"Caenorhabditis elegans(1 peptides)"
"s__Centruroides_noxius",6878,"Eukaryota","Metazoa","Arthropoda","Arachnida","Scorpiones","Buthidae","Centruroides","Centruroides_noxius",FALSE,2,1,"Centruroides noxius(2 peptides)"
"s__Chironomus_thummi",7154,"Eukaryota","Metazoa","Arthropoda","Insecta","Diptera","Chironomidae","Chironomus","Chironomus_thummi",FALSE,20,2,"Chironomus thummi(20 peptides)"
"s__Clonorchis_sinensis",79923,"Eukaryota","Metazoa","Platyhelminthes","Trematoda","Opisthorchiida","Opisthorchiidae","Clonorchis","Clonorchis_sinensis",FALSE,1,1,"Clonorchis sinensis(1 peptides)"
"s__Conus_geographus",6491,"Eukaryota","Metazoa","Mollusca","Gastropoda","Neogastropoda","Conidae","Conus","Conus_geographus",FALSE,4,1,"Conus geographus(4 peptides)"
"s__Conus_magus",6492,"Eukaryota","Metazoa","Mollusca","Gastropoda","Neogastropoda","Conidae","Conus","Conus_magus",FALSE,1,1,"Conus magus(1 peptides)"
"s__Conus_striatus",6493,"Eukaryota","Metazoa","Mollusca","Gastropoda","Neogastropoda","Conidae","Conus","Conus_striatus",FALSE,1,1,"Conus striatus(1 peptides)"
"s__Conus_tulipa",6495,"Eukaryota","Metazoa","Mollusca","Gastropoda","Neogastropoda","Conidae","Conus","Conus_tulipa",FALSE,1,1,"Conus tulipa(1 peptides)"
"s__Crassostrea_angulata",558553,"Eukaryota","Metazoa","Mollusca","Bivalvia","Ostreida","Ostreidae","Crassostrea","Crassostrea_angulata",FALSE,22,1,"Crassostrea angulata(22 peptides)"
"s__Crassostrea_gigas",29159,"Eukaryota","Metazoa","Mollusca","Bivalvia","Ostreida","Ostreidae","Crassostrea","Crassostrea_gigas",FALSE,24,1,"Crassostrea gigas(24 peptides)"
"s__Dermatophagoides_farinae",6954,"Eukaryota","Metazoa","Arthropoda","Arachnida","Sarcoptiformes","Pyroglyphidae","Dermatophagoides","Dermatophagoides_farinae",FALSE,45,1,"Dermatophagoides farinae(45 peptides)"
"s__Dermatophagoides_pteronyssinus",6956,"Eukaryota","Metazoa","Arthropoda","Arachnida","Sarcoptiformes","Pyroglyphidae","Dermatophagoides","Dermatophagoides_pteronyssinus",FALSE,38,1,"Dermatophagoides pteronyssinus(38 peptides)"
"s__Dolichovespula_maculata",7441,"Eukaryota","Metazoa","Arthropoda","Insecta","Hymenoptera","Vespidae","Dolichovespula","Dolichovespula_maculata",FALSE,5,1,"Dolichovespula maculata(5 peptides)"
"s__Drosophila_melanogaster",7227,"Eukaryota","Metazoa","Arthropoda","Insecta","Diptera","Drosophilidae","Drosophila","Drosophila_melanogaster",FALSE,8,1,"Drosophila melanogaster(8 peptides)"
"s__Drosophila_persimilis",7234,"Eukaryota","Metazoa","Arthropoda","Insecta","Diptera","Drosophilidae","Drosophila","Drosophila_persimilis",FALSE,1,1,"Drosophila persimilis(1 peptides)"
"s__Drosophila_pseudoobscura",46245,"Eukaryota","Metazoa","Arthropoda","Insecta","Diptera","Drosophilidae","Drosophila","Drosophila_pseudoobscura",FALSE,1,1,"Drosophila pseudoobscura(1 peptides)"
"s__Echinococcus_granulosus",6210,"Eukaryota","Metazoa","Platyhelminthes","Cestoda","Cyclophyllidea","Taeniidae","Echinococcus","Echinococcus_granulosus",FALSE,20,1,"Echinococcus granulosus(20 peptides)"
"s__Echinococcus_multilocularis",6211,"Eukaryota","Metazoa","Platyhelminthes","Cestoda","Cyclophyllidea","Taeniidae","Echinococcus","Echinococcus_multilocularis",FALSE,12,1,"Echinococcus multilocularis(12 peptides)"
"s__Eriocheir_sinensis",95602,"Eukaryota","Metazoa","Arthropoda","Malacostraca","Decapoda","Varunidae","Eriocheir","Eriocheir_sinensis",FALSE,8,1,"Eriocheir sinensis(8 peptides)"
"s__Fasciola_gigantica",46835,"Eukaryota","Metazoa","Platyhelminthes","Trematoda","Plagiorchiida","Fasciolidae","Fasciola","Fasciola_gigantica",FALSE,4,1,"Fasciola gigantica(4 peptides)"
"s__Fasciola_hepatica",6192,"Eukaryota","Metazoa","Platyhelminthes","Trematoda","Plagiorchiida","Fasciolidae","Fasciola","Fasciola_hepatica",FALSE,82,1,"Fasciola hepatica(82 peptides)"
"s__Galleria_mellonella",7137,"Eukaryota","Metazoa","Arthropoda","Insecta","Lepidoptera","Pyralidae","Galleria","Galleria_mellonella",FALSE,1,1,"Galleria mellonella(1 peptides)"
"s__Glossina_morsitans",37546,"Eukaryota","Metazoa","Arthropoda","Insecta","Diptera","Glossinidae","Glossina","Glossina_morsitans",FALSE,1,1,"Glossina morsitans(1 peptides)"
"s__Haemaphysalis_longicornis",44386,"Eukaryota","Metazoa","Arthropoda","Arachnida","Ixodida","Ixodidae","Haemaphysalis","Haemaphysalis_longicornis",FALSE,1,1,"Haemaphysalis longicornis(1 peptides)"
"s__Heligmosomoides_polygyrus",6339,"Eukaryota","Metazoa","Nematoda","Chromadorea","Strongylida","Heligmosomatidae","Heligmosomoides","Heligmosomoides_polygyrus",FALSE,2,1,"Heligmosomoides polygyrus(2 peptides)"
"s__Hypoderma_bovis",123734,"Eukaryota","Metazoa","Arthropoda","Insecta","Diptera","Oestridae","Hypoderma","Hypoderma_bovis",FALSE,1,1,"Hypoderma bovis(1 peptides)"
"s__Ixodes_scapularis",6945,"Eukaryota","Metazoa","Arthropoda","Arachnida","Ixodida","Ixodidae","Ixodes","Ixodes_scapularis",FALSE,2,1,"Ixodes scapularis(2 peptides)"
"s__Lepidoglyphus_destructor",36936,"Eukaryota","Metazoa","Arthropoda","Arachnida","Sarcoptiformes","Glycyphagidae","Lepidoglyphus","Lepidoglyphus_destructor",FALSE,5,1,"Lepidoglyphus destructor(5 peptides)"
"s__Locusta_migratoria",7004,"Eukaryota","Metazoa","Arthropoda","Insecta","Orthoptera","Acrididae","Locusta","Locusta_migratoria",FALSE,1,1,"Locusta migratoria(1 peptides)"
"s__Loxosceles_gaucho",58216,"Eukaryota","Metazoa","Arthropoda","Arachnida","Araneae","Sicariidae","Loxosceles","Loxosceles_gaucho",FALSE,1,1,"Loxosceles gaucho(1 peptides)"
"s__Loxosceles_intermedia",58218,"Eukaryota","Metazoa","Arthropoda","Arachnida","Araneae","Sicariidae","Loxosceles","Loxosceles_intermedia",FALSE,5,1,"Loxosceles intermedia(5 peptides)"
"s__Loxosceles_laeta",58217,"Eukaryota","Metazoa","Arthropoda","Arachnida","Araneae","Sicariidae","Loxosceles","Loxosceles_laeta",FALSE,2,1,"Loxosceles laeta(2 peptides)"
"s__Metapenaeus_ensis",32278,"Eukaryota","Metazoa","Arthropoda","Malacostraca","Decapoda","Penaeidae","Metapenaeus","Metapenaeus_ensis",FALSE,1,1,"Metapenaeus ensis(1 peptides)"
"s__Mimachlamys_nobilis",106276,"Eukaryota","Metazoa","Mollusca","Bivalvia","Pectinida","Pectinidae","Mimachlamys","Mimachlamys_nobilis",FALSE,5,1,"Mimachlamys nobilis(5 peptides)"
"s__Necator_americanus",51031,"Eukaryota","Metazoa","Nematoda","Chromadorea","Strongylida","Ancylostomatidae","Necator","Necator_americanus",FALSE,12,1,"Necator americanus(12 peptides)"
"s__Onchocerca_volvulus",6282,"Eukaryota","Metazoa","Nematoda","Chromadorea","Rhabditida","Onchocercidae","Onchocerca","Onchocerca_volvulus",TRUE,379,1,"Onchocerca volvulus(379 peptides)"
"s__Opisthorchis_viverrini",6198,"Eukaryota","Metazoa","Platyhelminthes","Trematoda","Opisthorchiida","Opisthorchiidae","Opisthorchis","Opisthorchis_viverrini",FALSE,3,1,"Opisthorchis viverrini(3 peptides)"
"s__Ornithodoros_erraticus",265619,"Eukaryota","Metazoa","Arthropoda","Arachnida","Ixodida","Argasidae","Ornithodoros","Ornithodoros_erraticus",FALSE,1,1,"Ornithodoros erraticus(1 peptides)"
"s__Ornithodoros_moubata",6938,"Eukaryota","Metazoa","Arthropoda","Arachnida","Ixodida","Argasidae","Ornithodoros","Ornithodoros_moubata",FALSE,5,1,"Ornithodoros moubata(5 peptides)"
"s__Pediculus_humanus",121224,"Eukaryota","Metazoa","Arthropoda","Insecta","Phthiraptera","Pediculidae","Pediculus","Pediculus_humanus",FALSE,1,1,"Pediculus humanus(1 peptides)"
"s__Penaeus_aztecus",6690,"Eukaryota","Metazoa","Arthropoda","Malacostraca","Decapoda","Penaeidae","Penaeus","Penaeus_aztecus",FALSE,5,1,"Penaeus aztecus(5 peptides)"
"s__Penaeus_monodon",6687,"Eukaryota","Metazoa","Arthropoda","Malacostraca","Decapoda","Penaeidae","Penaeus","Penaeus_monodon",FALSE,10,1,"Penaeus monodon(10 peptides)"
"s__Penaeus_vannamei",6689,"Eukaryota","Metazoa","Arthropoda","Malacostraca","Decapoda","Penaeidae","Penaeus","Penaeus_vannamei",FALSE,12,1,"Penaeus vannamei(12 peptides)"
"s__Periplaneta_americana",6978,"Eukaryota","Metazoa","Arthropoda","Insecta","Blattodea","Blattidae","Periplaneta","Periplaneta_americana",FALSE,29,1,"Periplaneta americana(29 peptides)"
"s__Procambarus_clarkii",6728,"Eukaryota","Metazoa","Arthropoda","Malacostraca","Decapoda","Cambaridae","Procambarus","Procambarus_clarkii",FALSE,3,1,"Procambarus clarkii(3 peptides)"
"s__Rhipicephalus_appendiculatus",34631,"Eukaryota","Metazoa","Arthropoda","Arachnida","Ixodida","Ixodidae","Rhipicephalus","Rhipicephalus_appendiculatus",FALSE,1,1,"Rhipicephalus appendiculatus(1 peptides)"
"s__Rhipicephalus_decoloratus",60189,"Eukaryota","Metazoa","Arthropoda","Arachnida","Ixodida","Ixodidae","Rhipicephalus","Rhipicephalus_decoloratus",FALSE,5,1,"Rhipicephalus decoloratus(5 peptides)"
"s__Rhipicephalus_microplus",6941,"Eukaryota","Metazoa","Arthropoda","Arachnida","Ixodida","Ixodidae","Rhipicephalus","Rhipicephalus_microplus",FALSE,2,1,"Rhipicephalus microplus(2 peptides)"
"s__Rhipicephalus_sanguineus",34632,"Eukaryota","Metazoa","Arthropoda","Arachnida","Ixodida","Ixodidae","Rhipicephalus","Rhipicephalus_sanguineus",FALSE,1,1,"Rhipicephalus sanguineus(1 peptides)"
"s__Ruditapes_philippinarum",129788,"Eukaryota","Metazoa","Mollusca","Bivalvia","Venerida","Veneridae","Ruditapes","Ruditapes_philippinarum",FALSE,3,1,"Ruditapes philippinarum(3 peptides)"
"s__Schistosoma_bovis",6184,"Eukaryota","Metazoa","Platyhelminthes","Trematoda","Strigeidida","Schistosomatidae","Schistosoma","Schistosoma_bovis",FALSE,2,1,"Schistosoma bovis(2 peptides)"
"s__Schistosoma_japonicum",6182,"Eukaryota","Metazoa","Platyhelminthes","Trematoda","Strigeidida","Schistosomatidae","Schistosoma","Schistosoma_japonicum",FALSE,119,1,"Schistosoma japonicum(119 peptides)"
"s__Schistosoma_mansoni",6183,"Eukaryota","Metazoa","Platyhelminthes","Trematoda","Strigeidida","Schistosomatidae","Schistosoma","Schistosoma_mansoni",FALSE,416,1,"Schistosoma mansoni(416 peptides)"
"s__Schmidtea_mediterranea",79327,"Eukaryota","Metazoa","Platyhelminthes","Rhabditophora","Tricladida","Dugesiidae","Schmidtea","Schmidtea_mediterranea",FALSE,1,1,"Schmidtea mediterranea(1 peptides)"
"s__Scylla_paramamosain",85552,"Eukaryota","Metazoa","Arthropoda","Malacostraca","Decapoda","Portunidae","Scylla","Scylla_paramamosain",FALSE,29,1,"Scylla paramamosain(29 peptides)"
"s__Scylla_serrata",6761,"Eukaryota","Metazoa","Arthropoda","Malacostraca","Decapoda","Portunidae","Scylla","Scylla_serrata",FALSE,11,1,"Scylla serrata(11 peptides)"
"s__Strongyloides_stercoralis",6248,"Eukaryota","Metazoa","Nematoda","Chromadorea","Rhabditida","Strongyloididae","Strongyloides","Strongyloides_stercoralis",FALSE,1,1,"Strongyloides stercoralis(1 peptides)"
"s__Tachypleus_tridentatus",6853,"Eukaryota","Metazoa","Arthropoda","Merostomata","Xiphosura","Limulidae","Tachypleus","Tachypleus_tridentatus",FALSE,1,1,"Tachypleus tridentatus(1 peptides)"
"s__Taenia_crassiceps",6207,"Eukaryota","Metazoa","Platyhelminthes","Cestoda","Cyclophyllidea","Taeniidae","Taenia","Taenia_crassiceps",FALSE,5,1,"Taenia crassiceps(5 peptides)"
"s__Taenia_ovis",6203,"Eukaryota","Metazoa","Platyhelminthes","Cestoda","Cyclophyllidea","Taeniidae","Taenia","Taenia_ovis",FALSE,4,1,"Taenia ovis(4 peptides)"
"s__Taenia_saginata",6206,"Eukaryota","Metazoa","Platyhelminthes","Cestoda","Cyclophyllidea","Taeniidae","Taenia","Taenia_saginata",FALSE,13,1,"Taenia saginata(13 peptides)"
"s__Taenia_solium",6204,"Eukaryota","Metazoa","Platyhelminthes","Cestoda","Cyclophyllidea","Taeniidae","Taenia","Taenia_solium",FALSE,13,1,"Taenia solium(13 peptides)"
"s__Themiste_hennahi",360549,"Eukaryota","Metazoa","Sipuncula","Golfingiida__O+","Golfingiida","Themistidae","Themiste","Themiste_hennahi",FALSE,1,1,"Themiste hennahi(1 peptides)"
"s__Tityus_serrulatus",6887,"Eukaryota","Metazoa","Arthropoda","Arachnida","Scorpiones","Buthidae","Tityus","Tityus_serrulatus",FALSE,14,1,"Tityus serrulatus(14 peptides)"
"s__Trichinella_spiralis",6334,"Eukaryota","Metazoa","Nematoda","Enoplea","Trichinellida","Trichinellidae","Trichinella","Trichinella_spiralis",FALSE,9,1,"Trichinella spiralis(9 peptides)"
"s__Trichuris_trichiura",36087,"Eukaryota","Metazoa","Nematoda","Enoplea","Trichinellida","Trichuridae","Trichuris","Trichuris_trichiura",FALSE,11,1,"Trichuris trichiura(11 peptides)"
"s__Turbo_cornutus",63673,"Eukaryota","Metazoa","Mollusca","Gastropoda","Trochida","Turbinidae","Turbo","Turbo_cornutus",FALSE,1,1,"Turbo cornutus(1 peptides)"
"s__Vespa_basalis",7444,"Eukaryota","Metazoa","Arthropoda","Insecta","Hymenoptera","Vespidae","Vespa","Vespa_basalis",FALSE,1,1,"Vespa basalis(1 peptides)"
"s__Vespula_maculifrons",7453,"Eukaryota","Metazoa","Arthropoda","Insecta","Hymenoptera","Vespidae","Vespula","Vespula_maculifrons",FALSE,1,1,"Vespula maculifrons(1 peptides)"
"s__Vespula_vidua",30215,"Eukaryota","Metazoa","Arthropoda","Insecta","Hymenoptera","Vespidae","Vespula","Vespula_vidua",FALSE,1,1,"Vespula vidua(1 peptides)"
"s__Vespula_vulgaris",7454,"Eukaryota","Metazoa","Arthropoda","Insecta","Hymenoptera","Vespidae","Vespula","Vespula_vulgaris",FALSE,7,1,"Vespula vulgaris(7 peptides)"
"s__Wuchereria_bancrofti",6293,"Eukaryota","Metazoa","Nematoda","Chromadorea","Rhabditida","Onchocercidae","Wuchereria","Wuchereria_bancrofti",FALSE,10,1,"Wuchereria bancrofti(10 peptides)"
