id,taxid,domain,kingdom,phylum,class,order,family,genus,species
s__Anopheles_gambiae,180454,Eukaryota,Metazoa,Arthropoda,Insecta,Diptera,Culicidae,Anopheles,Anopheles_gambiae
s__Centruroides_noxius,6878,Eukaryota,Metazoa,Arthropoda,Arachnida,Scorpiones,Buthidae,Centruroides,Centruroides_noxius
s__Penaeus_aztecus,6690,Eukaryota,Metazoa,Arthropoda,Malacostraca,Decapoda,Penaeidae,Penaeus,Penaeus_aztecus
s__Opisthorchis_viverrini,6198,Eukaryota,Metazoa,Platyhelminthes,Trematoda,Opisthorchiida,Opisthorchiidae,Opisthorchis,Opisthorchis_viverrini
s__Androctonus_mauritanicus,6860,Eukaryota,Metazoa,Arthropoda,Arachnida,Scorpiones,Buthidae,Androctonus,Androctonus_mauritanicus
s__Blomia_tropicalis,40697,Eukaryota,Metazoa,Arthropoda,Arachnida,Sarcoptiformes,Echimyopodidae,Blomia,Blomia_tropicalis
s__Scylla_paramamosain,85552,Eukaryota,Metazoa,Arthropoda,Malacostraca,Decapoda,Portunidae,Scylla,Scylla_paramamosain
s__Dermatophagoides_farinae,6954,Eukaryota,Metazoa,Arthropoda,Arachnida,Sarcoptiformes,Pyroglyphidae,Dermatophagoides,Dermatophagoides_farinae
s__Tityus_serrulatus,6887,Eukaryota,Metazoa,Arthropoda,Arachnida,Scorpiones,Buthidae,Tityus,Tityus_serrulatus
s__Turbo_cornutus,63673,Eukaryota,Metazoa,Mollusca,Gastropoda,Trochida,Turbinidae,Turbo,Turbo_cornutus
s__Mimachlamys_nobilis,106276,Eukaryota,Metazoa,Mollusca,Bivalvia,Pectinida,Pectinidae,Mimachlamys,Mimachlamys_nobilis
s__Amblyomma_variegatum,34610,Eukaryota,Metazoa,Arthropoda,Arachnida,Ixodida,Ixodidae,Amblyomma,Amblyomma_variegatum
s__Necator_americanus,51031,Eukaryota,Metazoa,Nematoda,Chromadorea,Strongylida,Ancylostomatidae,Necator,Necator_americanus
s__Alectryonella_plicatula,74437,Eukaryota,Metazoa,Mollusca,Bivalvia,Ostreida,Ostreidae,Alectryonella,Alectryonella_plicatula
s__Taenia_ovis,6203,Eukaryota,Metazoa,Platyhelminthes,Cestoda,Cyclophyllidea,Taeniidae,Taenia,Taenia_ovis
s__Conus_tulipa,6495,Eukaryota,Metazoa,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus_tulipa
s__Caenorhabditis_briggsae,6238,Eukaryota,Metazoa,Nematoda,Chromadorea,Rhabditida,Rhabditidae,Caenorhabditis,Caenorhabditis_briggsae
s__Vespula_vulgaris,7454,Eukaryota,Metazoa,Arthropoda,Insecta,Hymenoptera,Vespidae,Vespula,Vespula_vulgaris
s__Schistosoma_bovis,6184,Eukaryota,Metazoa,Platyhelminthes,Trematoda,Strigeidida,Schistosomatidae,Schistosoma,Schistosoma_bovis
s__Glossina_morsitans,37546,Eukaryota,Metazoa,Arthropoda,Insecta,Diptera,Glossinidae,Glossina,Glossina_morsitans
s__Fasciola_gigantica,46835,Eukaryota,Metazoa,Platyhelminthes,Trematoda,Plagiorchiida,Fasciolidae,Fasciola,Fasciola_gigantica
s__Schmidtea_mediterranea,79327,Eukaryota,Metazoa,Platyhelminthes,Rhabditophora,Tricladida,Dugesiidae,Schmidtea,Schmidtea_mediterranea
s__Drosophila_pseudoobscura,46245,Eukaryota,Metazoa,Arthropoda,Insecta,Diptera,Drosophilidae,Drosophila,Drosophila_pseudoobscura
s__Ixodes_scapularis,6945,Eukaryota,Metazoa,Arthropoda,Arachnida,Ixodida,Ixodidae,Ixodes,Ixodes_scapularis
s__Scylla_serrata,6761,Eukaryota,Metazoa,Arthropoda,Malacostraca,Decapoda,Portunidae,Scylla,Scylla_serrata
s__Ancylostoma_duodenale,51022,Eukaryota,Metazoa,Nematoda,Chromadorea,Strongylida,Ancylostomatidae,Ancylostoma,Ancylostoma_duodenale
s__Procambarus_clarkii,6728,Eukaryota,Metazoa,Arthropoda,Malacostraca,Decapoda,Cambaridae,Procambarus,Procambarus_clarkii
s__Dermatophagoides_pteronyssinus,6956,Eukaryota,Metazoa,Arthropoda,Arachnida,Sarcoptiformes,Pyroglyphidae,Dermatophagoides,Dermatophagoides_pteronyssinus
s__Aedes_albopictus,7160,Eukaryota,Metazoa,Arthropoda,Insecta,Diptera,Culicidae,Aedes,Aedes_albopictus
s__Heligmosomoides_polygyrus,6339,Eukaryota,Metazoa,Nematoda,Chromadorea,Strongylida,Heligmosomatidae,Heligmosomoides,Heligmosomoides_polygyrus
s__Penaeus_vannamei,6689,Eukaryota,Metazoa,Arthropoda,Malacostraca,Decapoda,Penaeidae,Penaeus,Penaeus_vannamei
s__Chironomus_thummi,7155,Eukaryota,Metazoa,Arthropoda,Insecta,Diptera,Chironomidae,Chironomus,Chironomus_thummi
s__Wuchereria_bancrofti,6293,Eukaryota,Metazoa,Nematoda,Chromadorea,Rhabditida,Onchocercidae,Wuchereria,Wuchereria_bancrofti
s__Clonorchis_sinensis,79923,Eukaryota,Metazoa,Platyhelminthes,Trematoda,Opisthorchiida,Opisthorchiidae,Clonorchis,Clonorchis_sinensis
s__Blattella_germanica,6973,Eukaryota,Metazoa,Arthropoda,Insecta,Blattodea,Ectobiidae,Blattella,Blattella_germanica
s__Periplaneta_americana,6978,Eukaryota,Metazoa,Arthropoda,Insecta,Blattodea,Blattidae,Periplaneta,Periplaneta_americana
s__Drosophila_persimilis,7234,Eukaryota,Metazoa,Arthropoda,Insecta,Diptera,Drosophilidae,Drosophila,Drosophila_persimilis
s__Brugia_malayi,6279,Eukaryota,Metazoa,Nematoda,Chromadorea,Rhabditida,Onchocercidae,Brugia,Brugia_malayi
s__Galleria_mellonella,7137,Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Pyralidae,Galleria,Galleria_mellonella
s__Ornithodoros_erraticus,265619,Eukaryota,Metazoa,Arthropoda,Arachnida,Ixodida,Argasidae,Ornithodoros,Ornithodoros_erraticus
s__Pediculus_humanus,121224,Eukaryota,Metazoa,Arthropoda,Insecta,Phthiraptera,Pediculidae,Pediculus,Pediculus_humanus
s__Schistosoma_japonicum,6182,Eukaryota,Metazoa,Platyhelminthes,Trematoda,Strigeidida,Schistosomatidae,Schistosoma,Schistosoma_japonicum
s__Ancylostoma_caninum,29170,Eukaryota,Metazoa,Nematoda,Chromadorea,Strongylida,Ancylostomatidae,Ancylostoma,Ancylostoma_caninum
s__Onchocerca_volvulus,6282,Eukaryota,Metazoa,Nematoda,Chromadorea,Rhabditida,Onchocercidae,Onchocerca,Onchocerca_volvulus
s__Trichinella_spiralis,6334,Eukaryota,Metazoa,Nematoda,Enoplea,Trichinellida,Trichinellidae,Trichinella,Trichinella_spiralis
s__Taenia_saginata,6206,Eukaryota,Metazoa,Platyhelminthes,Cestoda,Cyclophyllidea,Taeniidae,Taenia,Taenia_saginata
s__Rhipicephalus_appendiculatus,34631,Eukaryota,Metazoa,Arthropoda,Arachnida,Ixodida,Ixodidae,Rhipicephalus,Rhipicephalus_appendiculatus
s__Echinococcus_multilocularis,6211,Eukaryota,Metazoa,Platyhelminthes,Cestoda,Cyclophyllidea,Taeniidae,Echinococcus,Echinococcus_multilocularis
s__Vespa_basalis,7444,Eukaryota,Metazoa,Arthropoda,Insecta,Hymenoptera,Vespidae,Vespa,Vespa_basalis
s__Conus_geographus,6491,Eukaryota,Metazoa,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus_geographus
s__Conus_magus,6492,Eukaryota,Metazoa,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus_magus
s__Dolichovespula_maculata,7441,Eukaryota,Metazoa,Arthropoda,Insecta,Hymenoptera,Vespidae,Dolichovespula,Dolichovespula_maculata
s__Rhipicephalus_microplus,6941,Eukaryota,Metazoa,Arthropoda,Arachnida,Ixodida,Ixodidae,Rhipicephalus,Rhipicephalus_microplus
s__Taenia_solium,6204,Eukaryota,Metazoa,Platyhelminthes,Cestoda,Cyclophyllidea,Taeniidae,Taenia,Taenia_solium
s__Loxosceles_laeta,58217,Eukaryota,Metazoa,Arthropoda,Arachnida,Araneae,Sicariidae,Loxosceles,Loxosceles_laeta
s__Apis_mellifera,7460,Eukaryota,Metazoa,Arthropoda,Insecta,Hymenoptera,Apidae,Apis,Apis_mellifera
s__Loxosceles_gaucho,58216,Eukaryota,Metazoa,Arthropoda,Arachnida,Araneae,Sicariidae,Loxosceles,Loxosceles_gaucho
s__Artemia_franciscana,6661,Eukaryota,Metazoa,Arthropoda,Branchiopoda,Anostraca,Artemiidae,Artemia,Artemia_franciscana
s__Taenia_crassiceps,6207,Eukaryota,Metazoa,Platyhelminthes,Cestoda,Cyclophyllidea,Taeniidae,Taenia,Taenia_crassiceps
s__Caenorhabditis_elegans,6239,Eukaryota,Metazoa,Nematoda,Chromadorea,Rhabditida,Rhabditidae,Caenorhabditis,Caenorhabditis_elegans
s__Crassostrea_angulata,558553,Eukaryota,Metazoa,Mollusca,Bivalvia,Ostreida,Ostreidae,Crassostrea,Crassostrea_angulata
s__Drosophila_melanogaster,7227,Eukaryota,Metazoa,Arthropoda,Insecta,Diptera,Drosophilidae,Drosophila,Drosophila_melanogaster
