id,taxid,domain,kingdom,phylum,class,order,family,genus,species
s__Bovine_alphaherpesvirus_1,79889,Viruses,Heunggongvirae,Peploviricota,Herviviricetes,Herpesvirales,Herpesviridae,Varicellovirus,Bovine_alphaherpesvirus_1
s__Human_alphaherpesvirus_2,10310,Viruses,Heunggongvirae,Peploviricota,Herviviricetes,Herpesvirales,Herpesviridae,Simplexvirus,Human_alphaherpesvirus_2
s__Murid_betaherpesvirus_1,10366,Viruses,Heunggongvirae,Peploviricota,Herviviricetes,Herpesvirales,Herpesviridae,Muromegalovirus,Murid_betaherpesvirus_1
s__Human_betaherpesvirus_6B,32604,Viruses,Heunggongvirae,Peploviricota,Herviviricetes,Herpesvirales,Herpesviridae,Roseolovirus,Human_betaherpesvirus_6B
s__Human_alphaherpesvirus_3,10335,Viruses,Heunggongvirae,Peploviricota,Herviviricetes,Herpesvirales,Herpesviridae,Varicellovirus,Human_alphaherpesvirus_3
s__Human_alphaherpesvirus_1,37107,Viruses,Heunggongvirae,Peploviricota,Herviviricetes,Herpesvirales,Herpesviridae,Simplexvirus,Human_alphaherpesvirus_1
s__Equid_alphaherpesvirus_1,10326,Viruses,Heunggongvirae,Peploviricota,Herviviricetes,Herpesvirales,Herpesviridae,Varicellovirus,Equid_alphaherpesvirus_1
s__Human_gammaherpesvirus_4,82830,Viruses,Heunggongvirae,Peploviricota,Herviviricetes,Herpesvirales,Herpesviridae,Lymphocryptovirus,Human_gammaherpesvirus_4
s__Human_betaherpesvirus_7,10372,Viruses,Heunggongvirae,Peploviricota,Herviviricetes,Herpesvirales,Herpesviridae,Roseolovirus,Human_betaherpesvirus_7
s__Human_betaherpesvirus_5,10363,Viruses,Heunggongvirae,Peploviricota,Herviviricetes,Herpesvirales,Herpesviridae,Cytomegalovirus,Human_betaherpesvirus_5
s__Escherichia_virus_T4,10665,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Myoviridae,Tequatrovirus,Escherichia_virus_T4
s__Caviid_betaherpesvirus_2,103920,Viruses,Heunggongvirae,Peploviricota,Herviviricetes,Herpesvirales,Herpesviridae,Quwivirus,Caviid_betaherpesvirus_2
s__Human_betaherpesvirus_5,10360,Viruses,Heunggongvirae,Peploviricota,Herviviricetes,Herpesvirales,Herpesviridae,Cytomegalovirus,Human_betaherpesvirus_5
s__Human_gammaherpesvirus_8,37296,Viruses,Heunggongvirae,Peploviricota,Herviviricetes,Herpesvirales,Herpesviridae,Rhadinovirus,Human_gammaherpesvirus_8
s__Suid_alphaherpesvirus_1,10345,Viruses,Heunggongvirae,Peploviricota,Herviviricetes,Herpesvirales,Herpesviridae,Varicellovirus,Suid_alphaherpesvirus_1
s__Human_gammaherpesvirus_4,10377,Viruses,Heunggongvirae,Peploviricota,Herviviricetes,Herpesvirales,Herpesviridae,Lymphocryptovirus,Human_gammaherpesvirus_4
s__Escherichia_virus_T7,10760,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,Caudovirales,Autographiviridae,Teseptimavirus,Escherichia_virus_T7
s__Human_gammaherpesvirus_4,10376,Viruses,Heunggongvirae,Peploviricota,Herviviricetes,Herpesvirales,Herpesviridae,Lymphocryptovirus,Human_gammaherpesvirus_4
s__Caviid_betaherpesvirus_2,33706,Viruses,Heunggongvirae,Peploviricota,Herviviricetes,Herpesvirales,Herpesviridae,Quwivirus,Caviid_betaherpesvirus_2
s__Human_alphaherpesvirus_1,10304,Viruses,Heunggongvirae,Peploviricota,Herviviricetes,Herpesvirales,Herpesviridae,Simplexvirus,Human_alphaherpesvirus_1
s__Human_betaherpesvirus_6B,36351,Viruses,Heunggongvirae,Peploviricota,Herviviricetes,Herpesvirales,Herpesviridae,Roseolovirus,Human_betaherpesvirus_6B
s__Human_betaherpesvirus_6A,32603,Viruses,Heunggongvirae,Peploviricota,Herviviricetes,Herpesvirales,Herpesviridae,Roseolovirus,Human_betaherpesvirus_6A
s__Human_betaherpesvirus_6A,10369,Viruses,Heunggongvirae,Peploviricota,Herviviricetes,Herpesvirales,Herpesviridae,Roseolovirus,Human_betaherpesvirus_6A
s__Human_alphaherpesvirus_1,10309,Viruses,Heunggongvirae,Peploviricota,Herviviricetes,Herpesvirales,Herpesviridae,Simplexvirus,Human_alphaherpesvirus_1
s__Human_gammaherpesvirus_4,12509,Viruses,Heunggongvirae,Peploviricota,Herviviricetes,Herpesvirales,Herpesviridae,Lymphocryptovirus,Human_gammaherpesvirus_4
